Janell Rhiannon
Uncross the Stars

Copyright @ 2014 by Janell Rhiannon
All rights reserved. No part of this publication may be reproduced or transmitted in any form or by any means, electronic or mechanical, including photocopying, recording, or any information storage device without permission in writing from the publisher or author. 
*
This book is a work of fiction. References to historical events and people, or real locales are used fictitiously. Other names, characters, places, and incidents are the product of the author’s imagination, and any resemblance to actual events or persons or locales, living or dead, is entirely coincidental. 
*
Kindle 1st Edition 
Cover Design by @ Regina Wamba of Mae I Design 
Edited by Melissa @ There For You Book Editing and Review 
*
You can follow the author at:
Janell Rhiannon @Facebook
Twitter @theravenangel
www.janellrhiannon.com

Acknowledgments
Whenever you sit and write for hours, days, months...you get sick of it. You get sick of your own story, of editing, of sitting...and you begin to doubt that you can finish the book. The saving grace for a writer is that precious handful of people who cheer you on any way they can. They let you ramble, vent, and send texts with sad faces. I’m sure that when I was at my wit’s end for the hundredth time, they wished I’d just finish the book. But, they let me continue the process and encouraged me along the way. So, to this little group who helped me push through Uncross the Stars, I give you my deepest gratitude. 
*
Jim, Nathan, Wesley, and Verni
And in a place of honor, for your assistance 
and a special brand of encouragement
Joy

Chapter 1
At midnight, Fiona and her mother finally pulled into the driveway of their new rental. Her mom cut the engine, but not the parking lights.
	“Looks like we made it, Fee.”
	He pulled his head back. “Be mine,” he whispered.
	She put her forehead on his chest. When she looked up, she said, “Does this mean I keep the jersey?”
	Dario laughed. “No, I kind of need it back.”
	“That’s too bad. I was getting used to the smell.”
	“You didn’t answer my question,” he said.
	“What was the question?”
	Dario leaned in to kiss her again. “I asked you if you’d be mine.”
	She kissed him back. “You mean be your girlfriend?”
	Dario pulled her close in his arms. “Yeah, something like that.” He kissed her softly. He wanted to kiss her forever.
***
Meagan’s cell phone buzzed at exactly 12:07 AM. Ryan was seven minutes late. But she didn’t care. He’d texted her like he’d promised. She opened the message.
	Ryan: Meet me down the street
	Meagan: brt
	Meagan slipped her Uggs on, catching the hem of her pajama pants in the neck of the boots and pulled a sweatshirt over her tank top. She quietly opened her bedroom door. The hall was dark except for the faint glow coming from the bathroom night light. She tiptoed down the hall, passed her parents’ bedroom and slipped out the kitchen side door into the night.
	A light mist covered the grass, wetting the toes of her shoes as she walked across her lawn. Meagan looked back at her house, reassuring herself that her parents hadn’t heard her leave. All the windows remained dark and still. The street lamps cast spotlights on the pavement along the sidewalk, so she kept to the shadowy edges. Down the block, she saw Ryan’s car parked under an overhanging willow tree. As she approached, the passenger door behind the driver’s seat opened up, beckoning her. Her heart thudded in her chest. She couldn’t believe that Ryan was really into her.
	Meagan poked her head into the open invitation only to have Ryan grab her hand and pull her to the back seat where he kissed her without asking if he could. Stunned, Meagan pulled away.
	“What’s the matter?” Ryan’s sheepish grin drew her back into his arms. 
	“I. Well. I wasn’t expecting—” Meagan stammered softly.
	“What? Me to kiss you? What did you think I wanted?”
	“I just thought we would talk first.”
	“Talk is overrated after midnight.” Ryan pulled her into another rough kiss. This time she allowed him to smash her closer. He placed one hand on her shoulder, sliding his other hand under the hem of her sweatshirt.
	Meagan instinctively pushed his hand away. “Wait. Please.”
	“What now?” Ryan asked impatiently. “Don’t you want to be with me?”
	“What about Ellie?” She blurted out.
	“What about her?”
	“She’s your girlfriend. And you’re here with me. Like this.”
	“What she doesn’t know won’t hurt her.” Ryan smiled. “Now, come on. Did you sneak out to talk or let me show you how much I want this delicious body of yours?”
	She reasoned that Ryan was right. It was his girlfriend, not hers, and he was the one doing the cheating, not her. It excited her to know he thought her body was ‘delicious.’ Maybe he’ll love me if I show him I can love him more than Ellie. “I guess,” she said.
	“All right then.” Ryan pulled off his shirt. “Your turn.”
	Meagan’s hands shook as she pulled her sweatshirt and tank top over her head. She wrapped them up in front of her chest, reluctant to part with her modesty.
Ryan reached over, grabbed the wadded up clothes and tossed them to the floor boards. 	“That’s more like it.”
	Meagan closed her eyes as he assessed her. She wanted to feel loved more than anything. She believed letting Ryan have sex with her would make her feel loved. She grasped at the hope. If she could get Ryan to dump Ellie, then her status would get an instant boost. She thought that if he chose her it would prove her self-worth. Losing her virginity to Ryan meant everything. He wouldn’t have sex with me if he didn’t like me. She squeezed her eyes tightly willing the belief to life. Meagan opened her eyes and searched Ryan’s face for reassurance that she mattered. She balanced her self-worth by his mutual affection. He’ll love me sooner or later. He has to.
	Ryan undid his jeans and wriggled out of them. Meagan turned her head slightly, avoiding a full view of Ryan undressing. She’d never seen a boy so close up in his boxer shorts before. Heat spread swiftly across her shoulders and up her neck. Anticipation and fear of what came next, what she’d only seen in movies, stained her cheeks scarlet.
Ryan pulled out a small square wrapper. “See. I came prepared for you. I knew you’d want me all twisted up in you.”
	Meagan forced her lips into a smile. It’s happening. It’s really happening! She always pictured this moment taking place in a bed with pretty pastel flower sheets trimmed with lace and romantic kisses like The Notebook or The Lucky One. Nicholas Sparks made it look so lovely in her mind. This didn’t feel like the books at all.
	“Are you going to take your jeans off, or do I have to?” Ryan asked.
	Her trembling fingers fumbled trying to undo the button of her jeans. She laughed out of key. “I’m having a little trouble, I think.”
	Without a gentle word, Ryan reached with two steady hands to do the job, and then he pushed her back slightly, and pulled her jeans off in one swift motion. “Lay back.” She did. “Scoot down.” She did. The cool vinyl upholstery stuck to her bare back. She looked up at Ryan with wide eyes. She pushed the rising fear down into her belly, clinging to the hope that this thing they were doing would be a love potion powerful enough to make Ryan love her, powerful enough to wipe away her self-doubt, and powerful enough to make her feel worthy.
	Ryan held the small package between his thumb and index finger, and ripped the corner off with his teeth. He took the condom out with his free hand. Meagan closed her eyes again. She felt him wiggle and position himself between her legs. Without a kiss or word of love, he tore her virginity from her. When he was done, he asked, “That wasn’t your first time was it?”
	Meagan’s eyes sparkled with unshed tears she willed to evaporate. “No. Of course not.” Her cheeks flamed with the lie. 
	“Good. Virgins are too clingy. I don’t do clingy chicks.” He found his jeans crammed in the crack of the seat cushions and pulled them on and zipped them up. “You were great.”
	Meagan covered herself with her arms. Ryan tossed her tank top and underwear at her. She quickly put them on and reached for her sweatshirt. She wanted all her clothes back on as quickly as possible. Having sex with Ryan didn’t fill her instantaneously with the love she thought she’d feel. Instead, a familiar emptiness swelled where just moments before fear had taken over. She sat uncomfortably in the back seat of Ryan’s car feeling envious of Ellie. Ryan treated Ellie sweetly in public and Meagan wondered why he hid that sweetness from her after she’d given him her love.
	“Hey, I was wondering if you’d do me a solid?” Ryan asked.
	Meagan thought maybe he would ask her out on a real date. “Sure.” She smiled, wiping a lingering tear from the corner of her eye.
	“I want you to ask Dario to loan you twenty bucks.”
	“What? I mean why?”
	Ryan caressed her chin. “No questions, little dove.”
	His mouth curved with silent promises, so she agreed with a nod.
	I know if I keep having sex with him, he’ll love me. He has to. He’s totally worth it.
 
Chapter 12
Fiona sat at a partially shaded lunch table outside the cafeteria. A few grassy patches accented the meandering concrete walkways. There was so much cement that the pale yellow sun bounced off the starkness with blinding brightness radiating the Indian Summer heat into mirage waves like a desert. She didn’t understand why it was against school policy to wear shades when almost the entire grounds caused concrete-blindness.
	She picked at the way-past-wilted lettuce on her fake Subway sandwich. At least her diet Coke was chilled. She unscrewed the lid and let the bubbles fizz sweetly down her throat. She looked at her phone. Dario should’ve been here by now. Wonder what’s keeping him?
	A shadow fell across the table, and thinking it was Dario, Fiona looked up and smiled. Her smile faded as soon as she realized it was Ryan.
